rank,store_id,store_name,website,status,primary_category
193,city_karbala_ChIJ8TAf0E5pWRURclA-NEIiW8U,مركز كربلاء لتكنولوجيا المعلومات,http://kcitiq.com/ar,indexable,PC Parts
194,city_basra_ChIJ1YFNwxyXxD8RF8hEd1eu3q4,مركز ناروتو,https://www.narutocenter.com/,indexable,Phones
195,city_erbil_ChIJhXC806YjB0ARJdhpQ0y1uMM,مستشفى بار الخاص,http://parhospital.org/,indexable,Chargers
196,city_baghdad_ChIJCY13CbeBVxURmHE9pyXmgYs,معرض مبيعات دي أل سي DLC - فرع بغداد,http://www.dlc-iq.com/,indexable,Electronics
197,city_baghdad_ChIJlS69dH2BVxURH9xK_PipGDc,مكتب التكنولوجيا المتقدمة,http://www.advantechco.com/,indexable,PC Parts
198,city_baghdad_ChIJqx7FY7iBVxURdMCkG0LEou4,مكتب الرائــــــد للحاسبــات,https://alraaed.store/,indexable,PC Parts
199,city_nasiriyah_ChIJAQgHWQDj3T8RfAMw97hKFPY,مكتب الريان ستور,https://hu90.net/,indexable,Electronics
200,city_mosul_ChIJ105xa8CVB0ARi_7wyZjoyjc,مكتب الشهد لتجارة الحاسبات والشبكات وكاميرات المراقبة,https://b12.io/client/UxWGWXb7/site_builder/?business_name=%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D8%B4%D9%87%D8%AF+%D9%84%D9%84%D8%AD%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA&business_description=%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D8%B4%D9%87%D8%AF+%D9%8A%D9%82%D8%AF%D9%85+%D9%84%D9%83+%D8%A7%D9%84%D8%AD%D9%84+%D8%A7%D9%84%D8%A3%D9%85%D8%AB%D9%84+%D9%84%D8%AA%D8%A3%D9%85%D9%8A%D9%86+%D9%85%D9%86%D8%B2%D9%84%D9%83+%D8%A3%D9%88+%D8%B9%D9%85%D9%84%D9%83+%D8%A8%D8%A3%D8%AD%D8%AF%D8%AB+%D9%83%D8%A7%D9%85%D9%8A%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%B1%D8%A7%D9%82%D8%A8%D8%A9+%D8%B9%D8%A7%D9%84%D9%8A%D8%A9+%D8%A7%D9%84%D8%AF%D9%82%D8%A9.+%D9%86%D8%B6%D9%85%D9%86+%D9%84%D9%83+%D8%AA%D9%88%D9%81%D9%8A%D8%B1+%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9+%D8%A8%D9%83%D9%81%D8%A7%D8%A1%D8%A9+%D9%85%D8%B9+%D8%A3%D9%86%D8%B8%D9%85%D8%A9+%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9+%D8%A7%D9%84%D8%B4%D9%85%D8%B3%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%AA%D9%82%D8%AF%D9%85%D8%A9%D8%8C+%D8%A5%D8%B6%D8%A7%D9%81%D8%A9+%D8%A5%D9%84%D9%89+%D8%B4%D8%A8%D9%83%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA+%D9%81%D8%A7%D8%A6%D9%82%D8%A9+%D8%A7%D9%84%D8%B3%D8%B1%D8%B9%D8%A9+%D9%84%D8%AA%D9%84%D8%A8%D9%8A%D8%A9+%D8%AC%D9%85%D9%8A%D8%B9+%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%AC%D8%A7%D8%AA%D9%83.+%D8%A7%D8%AE%D8%AA%D8%B1+%D8%A7%D9%84%D8%A3%D9%81%D8%B6%D9%84+%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9+%D9%88%D8%A7%D8%B3%D8%AA%D8%AF%D8%A7%D9%85%D8%A9+%D8%AD%D9%8A%D8%A7%D8%AA%D9%83+%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%D8%A9.&utm_medium=chat&utm_source=openai-gpt&utm_content=website-generator&intent=ai-websites&nonce=sn%3AdOmWNpT,indexable,Electronics
201,city_nasiriyah_ChIJUQnzKQDj3T8R9Vq1e_2imMs,مكتب المبين للحاسبات,https://almubin20.com/,indexable,PC Parts
202,city_karbala_ChIJY6YQBABpWRURG_iPsatYJto,مكتب امباير,http://www.al-amery.org/,indexable,Networking
203,city_baghdad_ChIJO8NxGhvVWRURLeD7zxpsxBg,مكتب ستور كيم | store game,https://bio.site/storeg,indexable,Gaming
204,city_mosul_ChIJeYdE6zGVB0ARkv_ix1D1m-k,مكتب علي البغدادي للموبايل,https://qrid.cc/AliSaadShakir,indexable,Phones
205,city_basra_ChIJ95PjCACZxD8RSaPdoqipEyM,مكتب فواز,https://www.fawazoffice.com/,indexable,Cameras
206,city_erbil_ChIJhVZ1a2ojB0ARG_tljYK1xYs,مكتبة أمزون,https://amazon-erbil.com/,indexable,Gaming
207,city_erbil_ChIJn1lAdzgiB0ARr-vn77b7DF0,ملك لإلكترونيات,https://www.king-elc.com/,indexable,Electronics
208,city_erbil_ChIJ6Y7LRSgiB0ARmWl0uGVoL8U,هوادر للموبايل,http://www.hawdar.com/,indexable,Phones
209,city_sulaymaniyah_ChIJ8-iyf8QtAEARkGZxshsl6JU,ووشە فۆن,http://wshaphone.com/,indexable,Phones
210,city_erbil_ChIJLWnZrlcjB0ARy0RiczadKyk,پێشانگای ئۆپۆ لە هەولێر المعرض الرسمي اوبو,http://www.oppo.com/,indexable,Phones
211,city_erbil_ChIJzTyqeaYjB0ARJRnXbRWgd8Y,Al Sard Company for General Trading Ltd,http://www.sardco.com/,probe_pending,Chargers
212,city_kirkuk_ChIJlyMajdvXVBURJeXWAvPAPtU,CHRANI COMPANY - Kirkuk Branch,http://www.chranico.com/,probe_pending,Electronics
213,city_baghdad_ChIJTb940vvXWRURjzo9RniPgrU,COREX STORE,https://rana-desiner.my.canva.site/corex-store-linktree,probe_pending,Networking
214,city_baghdad_ChIJ9fb4Xgx_VxURkb1IAjMnong,"DLC Showroom | Hayy Al-Jami'a, Baghdad",https://dlc-iq.com/,probe_pending,Electronics
215,city_sulaymaniyah_ChIJM8Mc030tAEARszOBIiuczew,DLC Showroom | Sulaymaniyah Showroom,http://www.dlc-iq.com/,probe_pending,Electronics
216,city_sulaymaniyah_ChIJL6X5qUwvAEARlBHJqDxMmuY,Dream Technology - دريم تكنولوجي,http://dreamtech.iqmenus.com/,probe_pending,Electronics
217,city_erbil_ChIJXb4Tq50jB0ARQoIvq7G5g74,Erbil Group for Network solutions,http://www.almjmuaah.com/,probe_pending,Networking
218,city_erbil_ChIJ9TbInV4jB0ARDOOAJxMUnZ4,Korek Telecom,https://www.korektel.com/,probe_pending,Electronics
219,city_karbala_ChIJfcn7IMlrWRURelfgETHT6yY,Korek Telecom - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
220,city_mosul_ChIJBXmlvYeVB0ARJGWmwovmdLE,Korek Telecom - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
221,city_mosul_ChIJNzgxLpyVB0ARiO3U8XGvTFA,Korek Telecom - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
222,city_mosul_ChIJQ0TMW2GnxD8RPivMQeTKnac,Korek Telecom - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
223,city_najaf_ChIJAbkfegQpXxURjLtfaLZ5oEk,Korek Telecom - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
224,city_erbil_ChIJW23wAJQZB0AReeGK4v4C6e0,Korek Telecom - کورەك تیلیکۆم - كورك تيليكوم,https://www.korektel.com/,probe_pending,Networking
225,city_kirkuk_ChIJhS95QU_XVBURGzFEyVj0uk0,Korek Telecom - کورەك تیلیکۆم - كورك تيليكوم,https://www.korektel.com/,probe_pending,Electronics
226,city_sulaymaniyah_ChIJ2epv0LUvAEARUEWQZLgZvPs,Korek Telecom - کورەك تیلیکۆم - كورك تيليكوم,https://www.korektel.com/,probe_pending,Electronics
227,city_erbil_ChIJzQFPk5wiB0ARRJ_AKMtiVJU,Korek Telecom Shop,http://www.korektel.com/,probe_pending,Networking
228,city_sulaymaniyah_ChIJj_wYLagvAEARHCiUrSuULO8,M Center Sulaymaniyah,http://www.mcenter-iraq.com/,probe_pending,Phones
229,city_sulaymaniyah_ChIJ7xIyGAcvAEAREN5zNoAS6Fw,Mi Store (by IT Lobby Co.),http://www.itlobby.co/,probe_pending,Phones
230,city_erbil_ChIJJaN8jtcjB0AR2JbPl814rYc,One Store - Apple,http://www.onestoreiraq.com/,probe_pending,Accessories
231,city_sulaymaniyah_ChIJLcGEE1otAEAR_irmcGd3oGI,Smart Trader Office Shawkati Mala,https://smarttraderiraq.com/,probe_pending,Smart Devices
232,city_baghdad_ChIJm63wZwCBVxURdQMo00z2X3Y,VOLT Smart Home and Security 2,http://www.volt-smart.com/,probe_pending,Smart Devices
233,city_kirkuk_ChIJcd_y_9XXVBURVr_WWUMP_Gc,جنيد فون للاتصالات والدفع الاكتروني,http://junaid-phone.odoo.com/,probe_pending,Accessories
234,city_kirkuk_ChIJY-iifgDXVBURvbObz7QlXhc,جيهان بازار,http://cbazar.net/,probe_pending,Chargers
235,city_basra_ChIJeZf0YgCZxD8R-42PdjK-YCg,داش سكيور,https://dashsecureai.com/,probe_pending,Cameras
236,city_sulaymaniyah_ChIJ9QwTSgAvAEARwTS8yfiFdvQ,سبيستون السليمانية 60 متري,https://spacetoon-irq.com/,probe_pending,Gaming
237,city_baghdad_ChIJORe-IwB9VxUR_EfBs3zMf_E,سرمد فون,http://www.sarmadstore-iq.com/,probe_pending,Tablets
238,city_najaf_ChIJ68UO-2rXXhURAVtIWUQJ5XI,شركة ابراج الاهرام Ahram.Co,http://www.abraj-alahram.com/,probe_pending,Smart Devices
239,city_baghdad_ChIJO14vnY5_VxUR2IN3s5Fxbgg,شركة التكنلوجيا الحديثة-MTC,http://www.mtciraq.com/,probe_pending,Electronics
240,city_kirkuk_ChIJwzP_IADXVBURhgvSrZ9Xozo,شركة الشبكة الضوئية,https://opticalnetiq.com/,probe_pending,Networking
241,city_basra_ChIJOS6hnZCZxD8Ru5JeYMZKpvc,شركة مايكرو للتقسيط,https://microstoreiq.com/,probe_pending,Electronics
242,city_kirkuk_ChIJc5dFbNYpVRURI0RNNn5fg08,عالم الكارتات والبطاقات الالكترونية,https://aaalm-altswq.vatrin.app/,probe_pending,Gaming
243,city_kirkuk_ChIJiX4VIXXZVBURgGXR-biilEM,كلية العلوم,http://uokirkuk.edu.iq/science/,probe_pending,PC Parts
244,city_kirkuk_ChIJeeEh3HTZVBURpx9xeIDx3FI,كلية القانون والعلوم السياسية,http://uokirkuk.edu.iq/law/,probe_pending,PC Parts
245,city_basra_ChIJR5ug5euhxD8R3oP63F0y3_w,كلية علوم الحاسوب وتكنولوجيا المعلومات,https://en.cit.uobasrah.edu.iq/,probe_pending,Electronics
246,city_kirkuk_ChIJQZKQEqXZVBURforfrEe21Bg,كلية علوم الحاسوب وتكنولوجيا المعلومات,https://uokirkuk.edu.iq/tec/,probe_pending,PC Parts
247,city_basra_ChIJr6qqqv-WxD8RZoGdTlljpO0,مجمع كليات باب الزبير,https://www.uobasrah.edu.iq/,probe_pending,Phones
248,city_baghdad_ChIJvdg6W3V-VxURlqAvDzILz0w,مكتب الرواسي للحاسبات والطابعات والاحبار,https://app.gini.iq/deeplink/al_rawasi_office,probe_pending,Electronics
249,city_baqubah_ChIJkbnoBahLVhURByji0YRlXQw,مكتب الميثاق للانترنيت والمبايل,http://mmethaq.blogspot.com/,probe_pending,Electronics
250,city_sulaymaniyah_ChIJpdf7DusvAEARpg-Oh_0K5XA,ووشە فۆن (بەختیاری),http://wshaphone.com/,probe_pending,Tablets
